"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"UR01_CP"	"UR01"	"IV01_RV1"	"IV02_01"	"TR01_01"	"TR01_01a"	"TR01_02"	"TR01_02a"	"TR01_03"	"TR01_03a"	"TR01_04"	"TR01_04a"	"TR01_05"	"TR01_05a"	"TR01_06"	"TR01_06a"	"TR01_07"	"TR01_07a"	"TR01_08"	"TR01_08a"	"TR01_09"	"TR01_09a"	"TR01_10"	"TR01_10a"	"TR01_11"	"TR01_11a"	"TR01_12"	"TR01_12a"	"TR01_13"	"TR01_13a"	"TR01_14"	"TR01_14a"	"TR01_15"	"TR01_15a"	"TR01_16"	"TR01_16a"	"DV01_01"	"DV07_02"	"DV02_01"	"DV08_02"	"DV06_01"	"DV06_02"	"DV05_01"	"DV09_01"	"DV09_01a"	"DV10_01"	"DV10_01a"	"DM01_01"	"DM02"	"DM03"	"DM04"	"DM05"	"DM06_01"	"DM07_01"	"DM08"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
283			"base"	"interview"	2020-03-20 10:55:25	5	29	"5dd329ea83e30933d49ae7d4"	"Forced1Forced1Forced3Forced1Forced2Forced1Forced1Forced3Forced2Forced1Forced4Forced1Forced3Forced1Forced2Forced1DV"	1	4086	1	2179	1	1767	1	1697	1	1743	1	1266	1	853	1	753	1	2433	1	1139	1	1041	1	836	1	938	1	7628	1	774	1	791	61	41	-9	51	61	41	41	1	21289	1	12560	"5dd329ea83e30933d49ae7d4"	3	1	2	2	"Portugal"	"Portuguese"	2	88	35	26	7	5	2	13	17	22	20	20	18	40	298		2020-03-20 11:00:38	T	F	14	14	3	3	0.94	16
284			"base"	"interview"	2020-03-20 10:55:26	6	11	"5c76f6b139448000013006a2"	"Forced4Forced3Forced2Forced3Forced4Forced3Forced3Forced3Forced1Forced3Forced4Forced1Forced3Forced1Forced3Forced3DV"	1	13704	1	5245	1	4122	1	1684	1	4982	1	1145	1	2448	1	1020	1	1597	1	954	1	1395	1	985	1	1708	1	868	1	896	1	1363	41	61	51	51	32	81	71	2	4706	2	14191	"5c76f6b139448000013006a2"	20	1	2	4	"USA"	"English"	1	310	10	6	5	22	22	15	9	5	12	43	10	19	212		2020-03-20 11:03:34	T	F	14	14	0	0	1.04	13
285			"base"	"interview"	2020-03-20 10:55:26	4	16	"5c5d86123df121000180611c"	"Forced3Forced4Forced3Forced4Forced4Forced2Forced4Forced1Forced4Forced3Forced4Forced4Forced2Forced2Forced4Forced4DV"	1	5814	1	5221	1	1608	1	699	1	754	1	3675	1	1367	1	2672	1	1032	1	873	1	997	1	673	1	2423	1	1017	1	885	1	753	71	87	71	71	61	83	74	2	4611	2	4385	"5c5d86123df121000180611c"	6	1	2	4	"Potuguese"	"Portuguese"	2	22	3	3	9	9	19	5	8	5	12	23	8	17	143		2020-03-20 10:57:49	T	F	14	14	0	0	1.5	43
286			"base"	"interview"	2020-03-20 10:55:26	3	8	"5b3b3de3c49ecb00010a92d9"	"Forced4Forced3Forced4Forced3Forced2Forced2Forced3Forced2Forced1Forced4Forced4Forced4Forced4Forced4Forced4Forced4DV"	1	10609	1	1588	1	866	1	572	1	1136	1	686	1	645	1	640	1	1850	1	786	1	964	1	1576	1	1084	1	827	1	716	1	925	1	54	101	95	10	65	84	2	1586	2	3625	"5b3b3de3c49ecb00010a92d9"	13	2	2	3	"British "	"English "	2	14	6	2	5	6	24	4	4	3	4	8	7	9	96		2020-03-20 10:57:02	T	F	14	14	0	0	2.27	77
287			"base"	"interview"	2020-03-20 10:55:27	5	7	"5e06669aac9e1605b74453e3"	"Forced2Forced3Forced1Forced3Forced4Forced1Forced3Forced1Forced3Forced4Forced3Forced3Forced3Forced4Forced3Forced3DV"	1	6684	1	3776	1	5478	1	7039	1	5147	1	3053	1	4496	1	3499	1	3762	1	3425	1	3699	1	2415	1	1683	1	2445	1	1963	1	1731	101	51	91	91	91	51	21	1	5837	1	11501	"5e06669aac9e1605b74453e3"	13	1	2	3	"Finnish"	"Finnish, English"	2	112	19	15	7	36	13	12	29	7	25	56	13	62	364		2020-03-20 11:02:13	T	F	14	14	0	0	0.66	2
288			"base"	"interview"	2020-03-20 10:55:29	4	9	"5cee907f370bef001916e928"	"Forced3Forced1Forced3Forced1Forced1Forced1Forced1Forced4Forced1Forced1Forced1Forced2Forced2Forced2Forced1Forced3DV"	1	20587	1	3513	1	5423	1	2157	1	1794	1	1219	1	1197	1	7279	1	1474	1	909	1	846	1	4424	1	847	1	844	1	944	1	1204	60	53	59	58	89	43	27	1	7385	1	7341	"5cee907f370bef001916e928"	33	2	2	2	"british"	"english"	1	18	11	20	8	29	9	8	7	8	8	21	10	13	170		2020-03-20 10:58:19	T	F	14	14	0	0	1.24	18
289			"base"	"interview"	2020-03-20 10:55:31	5	23	"5da366461cf1040014300572"	"Forced3Forced3Forced3Forced3Forced4Forced1Forced3Forced3Forced3Forced1Forced1Forced4Forced3Forced3Forced2Forced4DV"	1	3902	1	1843	1	1506	1	1037	1	3033	1	1411	1	1476	1	742	1	3830	1	1304	1	940	1	2740	1	3824	1	599	1	960	1	992	86	71	91	66	61	41	65	2	4825	2	8151	"5da366461cf1040014300572"	6	1	2	4	"Portugal"	"Portuguese"	2	92	44	7	2	27	9	9	9	6	13	29	19	19	285		2020-03-20 11:00:16	T	F	14	14	0	0	1.04	17
291			"base"	"interview"	2020-03-20 10:55:33	4	20	"5dc3485219ca0326027ce91f"	"Forced2Forced2Forced4Forced4Forced4Forced3Forced4Forced4Forced2Forced4Forced4Forced4Forced3Forced3Forced4Forced1DV"	1	18309	1	21549	1	10386	1	1219	1	18603	1	5240	1	1097	1	853	1	1500	1	1037	1	1745	1	824	1	1998	1	719	1	1770	1	1793	16	71	71	66	44	76	35	2	26413	1	19420	"5dc3485219ca0326027ce91f"	6	2	2	4	"Italian"	"Italian"	2	56	70	2	44	10	43	20	10	27	18	29	8	33	231		2020-03-20 11:01:43	T	F	14	14	0	0	0.83	15
292			"base"	"interview"	2020-03-20 10:55:34	5	9	"5e319bea9fa74917f98a41f2"	"Forced1Forced1Forced1Forced2Forced1Forced1Forced3Forced1Forced4Forced3Forced3Forced2Forced1Forced1Forced2Forced1DV"	1	11141	1	35062	1	4929	1	16010	1	9296	1	6783	1	7348	1	3025	1	5874	1	3302	1	1924	1	6024	1	2422	1	1928	1	2999	1	2595	71	41	91	91	85	14	22	1	14196	1	10726	"5e319bea9fa74917f98a41f2"	7	2	2	4	"Brazilian"	"Portuguese"	2	80	33	87	28	16	7	12	26	15	18	45	11	27	327		2020-03-20 11:02:19	T	F	14	14	0	0	0.62	1
294			"base"	"interview"	2020-03-20 10:55:41	5	24	"5d25cdc6586c2100012b3e07"	"Forced3Forced4Forced4Forced3Forced4Forced2Forced2Forced4Forced2Forced3Forced4Forced4Forced4Forced4Forced4Forced1DV"	1	5649	1	5888	1	3033	1	6763	1	3369	1	6972	1	3172	1	6096	1	3192	1	3085	1	3293	1	2551	1	5429	1	2869	1	2851	1	4640	17	12	82	63	27	23	34	1	7247	1	17659	"5d25cdc6586c2100012b3e07"	18	2	2	3	"British"	"English"	1	58	92	5	16	17	40	18	23	8	27	75	12	30	271		2020-03-20 11:02:42	T	F	14	14	0	0	0.63	3
295			"base"	"interview"	2020-03-20 10:55:43	4	1	"5e43c6cf19962223d3d92d5c"	"Forced4Forced1Forced1Forced3Forced2Forced2Forced3Forced1Forced1Forced1Forced2Forced1Forced1Forced1Forced3Forced1DV"	1	4063	1	2549	1	2865	1	2290	1	4265	1	1065	1	1348	1	1031	1	1025	1	839	1	920	1	858	1	823	1	742	1	895	1	717	73	52	70	27	70	36	29	1	6088	1	7153	"5e43c6cf19962223d3d92d5c"	7	2	2	5	"Portuguese"	"Portuguese"	2	48	42	18	8	6	5	8	11	7	13	32	11	29	238		2020-03-20 10:59:41	T	F	14	14	0	0	0.98	6
296			"base"	"interview"	2020-03-20 10:55:43	4	24	"5dc0b3e0b8a4b0069c7d4d60"	"Forced4Forced4Forced3Forced4Forced3Forced2Forced3Forced4Forced4Forced4Forced1Forced4Forced2Forced4Forced2Forced4DV"	1	7112	1	4415	1	3246	1	2016	1	2006	1	3152	1	1870	1	1532	1	1587	1	1689	1	3499	1	2642	1	2508	1	1787	1	2886	1	4647	48	40	39	48	59	41	55	1	24849	2	10575	"5dc0b3e0b8a4b0069c7d4d60"	6	1	2	2	"Indonesian"	"Indonesian"	2	43	16	4	10	9	33	11	31	26	18	30	8	24	219		2020-03-20 11:00:06	T	F	14	14	0	0	0.9	7
297			"base"	"interview"	2020-03-20 10:55:52	5	32	"5beb0d9d7569230001f88b7c"	"Forced2Forced2Forced2Forced3Forced4Forced4Forced4Forced4Forced4Forced3Forced4Forced3Forced4Forced4Forced4Forced1DV"	1	11548	1	2815	1	1919	1	8104	1	7960	1	1897	1	1541	1	1150	1	874	1	1963	1	1530	1	1114	1	1174	1	1378	1	999	1	6381	21	31	101	81	31	61	61	2	8035	2	8385	"5beb0d9d7569230001f88b7c"	4	1	2	3	"Polish"	"Polish"	2	52	18	8	24	17	39	11	11	10	21	39	12	18	249		2020-03-20 11:00:32	T	F	14	14	0	0	0.77	2
298			"base"	"interview"	2020-03-20 10:55:53	4	21	"5d00e117eb8afc00156d3317"	"Forced1Forced3Forced1Forced1Forced1Forced1Forced3Forced1Forced1Forced2Forced4Forced1Forced3Forced1Forced2Forced2DV"			1	17943	1	4074	1	3101	1	2020	1	647	1	912	1	1114	1	801	1	900	1	1548	1	1123	1	1609	1	870	1	632	1	946	65	81	16	16	74	64	28	2	6031	1	47989	"5d00e117eb8afc00156d3317"	4	1	2	3	"Hungarian"	"Hungarian"	2	44	42	44	7	9	2	48	24	7	10	28	12	28	232		2020-03-20 11:00:58	T	F	14	14	0	0	0.95	14
299			"base"	"interview"	2020-03-20 10:56:04	4	26	"5e506d7a50ee400cc2f73edd"	"Forced4Forced2Forced2Forced2Forced4Forced1Forced2Forced3Forced2Forced1Forced4Forced2Forced1Forced2Forced2Forced2DV"	1	25465	1	7581	1	2694	1	4422	1	5027	1	8052	1	4028	1	5802	1	3026	1	1328	1	1614	1	1980	1	1283	1	1332	1	1073	1	938	18	75	59	89	24	68	96	2	4349	2	6594	"5e506d7a50ee400cc2f73edd"	35	1	2	2	"Australian"	"English"	1	13	5	13	43	6	36	11	15	6	22	22	22	31	183		2020-03-20 11:00:10	T	F	14	14	0	0	1.07	21
300			"base"	"interview"	2020-03-20 10:56:07	4	12	"5dfc206582052694f98298f5"	"Forced2Forced4Forced4Forced4Forced2Forced4Forced2Forced4Forced3Forced4Forced4Forced1Forced4Forced3Forced4Forced3DV"	1	15588	1	2615	1	3440	1	2538	1	2378	1	1274	1	763	1	841	1	2688	1	876	1	622	1	3764	1	1081	1	1517	1	678	1	492	31	46	59	31	36	46	45	1	7127	1	4711	"5dfc206582052694f98298f5"	24	1	2	5	"UK"	"English"	1	19	5	5	21	8	17	5	11	8	32	33	8	14	186		2020-03-20 10:59:13	T	F	14	14	0	0	1.26	25
301			"base"	"interview"	2020-03-20 10:56:14	6	22	"5e52b50589d7ad2d4f171dfc"	"Forced4Forced2Forced2Forced2Forced2Forced2Forced4Forced3Forced1Forced2Forced1Forced2Forced1Forced2Forced2Forced4DV"	1	8817	1	2290	1	1828	1	2769	1	1237	1	1017	1	1130	1	1644	1	1554	1	1034	1	591	1	657	1	580	1	671	1	497	1	954	21	52	71	50	21	66	47	1	11836	1	16633	"5e52b50589d7ad2d4f171dfc"	1	1	2	2	"Poland"	" Polish"	2	459	30	5	17	2	13	17	18	12	33	50	16	39	286		2020-03-20 11:08:05	T	F	14	14	0	0	0.82	14
302			"base"	"interview"	2020-03-20 10:56:45	5	31	"5bc8bfed40247c000147e389"	"Forced3Forced4Forced1Forced3Forced3Forced3Forced3Forced1Forced3Forced3Forced3Forced4Forced3Forced2Forced4Forced1DV"	1	12672	1	6492	1	4215	1	5373	1	1314	1	1071	1	703	1	2858	1	1223	1	473	1	590	1	1001	1	809	1	5184	1	1178	1	1261	29	76	75	84	27	80	89	2	5284	2	13223	"5bc8bfed40247c000147e389"	8	2	2	2	"Pole"	"Polish"	2	39	27	10	6	28	11	14	7	6	10	16	11	38	223		2020-03-20 11:00:29	T	F	14	14	0	0	1.02	10
303			"base"	"interview"	2020-03-20 10:56:48	5	1	"5e5e27e5c0bc86139fd7f9f3"	"Forced2Forced1Forced3Forced1Forced1Forced2Forced2Forced1Forced1Forced1Forced1Forced3Forced4Forced1Forced3Forced1DV"	1	9661	1	5337	1	4126	1	2062	1	1257	1	2631	1	1776	1	1101	1	898	1	851	1	961	1	2061	1	3203	1	1980	1	1547	1	2363	71	81	51	51	51	82	81	2	6686	2	8137	"5e5e27e5c0bc86139fd7f9f3"	8	2	2	5	"Portuguese"	"Portuguese"	2	45	29	21	16	10	4	9	16	7	19	50	14	31	271		2020-03-20 11:01:19	T	F	14	14	0	0	0.83	4
304			"base"	"interview"	2020-03-20 10:56:56	5	4	"5c992ba54c66db0014f7777b"	"Forced4Forced2Forced2Forced3Forced3Forced4Forced1Forced4Forced4Forced4Forced4Forced4Forced3Forced4Forced2Forced4DV"	1	11890	1	11861	1	4438	1	6456	1	3052	1	4711	1	4068	1	2545	1	3571	1	1810	1	1858	1	2440	1	2325	1	1464	1	3193	1	1696	41	26	90	91	76	11	31	1	8365	1	15615	"5c992ba54c66db0014f7777b"	9	2	2	4	"Greece"	"Greek"	2	30	72	5	21	14	38	16	43	9	27	38	20	37	258		2020-03-20 11:03:06	T	F	14	14	0	0	0.64	3
305			"base"	"interview"	2020-03-20 10:57:14	5	15	"5d372adaf9902a00015c3945"	"Forced4Forced1Forced4Forced3Forced3Forced3Forced1Forced2Forced3Forced3Forced3Forced3Forced3Forced4Forced1Forced3DV"	1	6255	1	3026	1	2483	1	3512	1	3509	1	1139	1	2361	1	2391	1	825	1	736	1	773	1	640	1	1894	1	1398	1	1822	1	763	86	76	91	81	81	61	56	1	11419	2	15572	"5d372adaf9902a00015c3945"	11	2	2	5	"French"	"French"	1	13	2	10	3	19	12	16	12	12	16	31	10	13	169		2020-03-20 11:00:03	T	F	14	14	0	0	1.32	53
307			"base"	"interview"	2020-03-20 10:57:22	5	11	"5e10d7628c657d000c1ffda8"	"Forced1Forced3Forced1Forced3Forced1Forced4Forced3Forced3Forced4Forced4Forced3Forced3Forced3Forced3Forced3Forced2DV"	1	8208	1	5578																																								"5e10d7628c657d000c1ffda8"							2	53	22	9		7									91		2020-03-20 10:58:53	F	F	5	5	0	0	0.92	2
308			"base"	"interview"	2020-03-20 10:57:31	5	22	"5c90ca85283c32001673f991"	"Forced3Forced2Forced2Forced2Forced2Forced1Forced2Forced2Forced1Forced2Forced1Forced2Forced4Forced4Forced2Forced4DV"	1	2377	1	1451	1	3239	1	2052	1	1107	1	1470	1	829	1	1604	1	1134	1	958	1	786	1	790	1	1197	1	599	1	950	1	971	23	72	64	58	23	76	77	2	4655	2	10748	"5c90ca85283c32001673f991"	3	1	2	4	"Greek"	"Greek"	1	16	25	8	21	4	7	11	13	6	11	27	12	15	176		2020-03-20 11:00:27	T	F	14	14	0	0	1.17	12
309			"base"	"interview"	2020-03-20 10:57:35	5	13	"5d1cc0603690a90017b7fde9"	"Forced2Forced1Forced4Forced3Forced2Forced1Forced1Forced1Forced1Forced3Forced1Forced3Forced1Forced2Forced1Forced1DV"	1	1096	1	984	1	704	1	520	1	637	1	720	1	515	1	472	1	667	1	63959	1	1983	1	3345	1	781	1	64960	1	10972			45	77	20	23	7	58	77	2	77177	2	3981	"5d1cc0603690a90017b7fde9"	3	1	2	2	"Polish"	"Polish"	1	5	1	191	77	80	2	5	4	78	4	27	7	10	98		2020-03-20 11:05:46	T	F	14	14	0	0	1.69	100
310			"base"	"interview"	2020-03-20 10:57:43	5	17	"5dea61dd63c57917e8e02197"	"Forced1Forced1Forced4Forced2Forced2Forced3Forced1Forced2Forced1Forced1Forced3Forced3Forced1Forced1Forced1Forced1DV"	1	7739	1	4015	1	6628	1	4089	1	3984	1	5926	1	5974	1	3047	1	1728	1	2771	1	1659	1	8211	1	1594	1	3889	1	3167	1	1963	51	71	71	81	41	61	36	2	30454	1	40704	"5dea61dd63c57917e8e02197"	5	1	2	4	"Egypt"	"Arabic"	2	121	118	38	13	19	8	42	17	31	31	65	43	26	358		2020-03-20 11:07:15	T	F	14	14	0	0	0.45	0
312			"base"	"interview"	2020-03-20 10:58:14	5	8	"5e08b939f9e7501c6b40c650"	"Forced4Forced4Forced4Forced4Forced1Forced2Forced3Forced4Forced3Forced2Forced4Forced4Forced4Forced4Forced3Forced2DV"	1	6483	1	1409	1	1094	1	1335	1	3302	1	2626	1	1992	1	1986	1	1067	1	1463	1	1815	1	821	1	2015	1	677	1	1802	1	1336	70	44	50	52	55	34	79	1	4990	2	5828	"5e08b939f9e7501c6b40c650"	14	2	2	4	"British"	"English"	1	12	20	4	7	7	24	6	10	5	11	28	13	16	163		2020-03-20 11:00:57	T	F	14	14	0	0	1.34	20
313			"base"	"interview"	2020-03-20 10:58:27	5	14	"5b6dee22dcf12c0001041420"	"Forced1Forced2Forced2Forced1Forced2Forced1Forced2Forced4Forced2Forced4Forced2Forced2Forced2Forced4Forced2Forced3DV"	1	9388	1	3491	1	3580	1	1723	1	721	1	869	1	748	1	1814	1	1316	1	1230	1	4594	1	651	1	842	1	5371	1	720	1	1257	37	72	81	87	19	75	72	2	2496	2	2867	"5b6dee22dcf12c0001041420"	3	2	2	4	"British"	"English"	2	50	14	15	26	1	14	4	11	3	8	15	16	13	190		2020-03-20 11:01:37	T	F	14	14	0	0	1.42	48
314			"base"	"interview"	2020-03-20 10:58:33	5	18	"5e5d3c72ba287903a80c15a9"	"Forced2Forced2Forced4Forced2Forced2Forced4Forced2Forced1Forced2Forced2Forced4Forced1Forced2Forced1Forced2Forced3DV"	1	13752	1	4371	1	8924	1	6554	1	5587	1	5179	1	6095	1	6863	1	5277	1	3822	1	3327	1	3871	1	4383	1	5151	1	5565	1	6243	17	14	93	88	41	13	71	2	8735	2	17256	"5e5d3c72ba287903a80c15a9"	11	1	2	5	"Italian"	"Italian"	2	65	45	17	62	7	20	18	16	10	38	64	16	27	352		2020-03-20 11:05:18	T	F	14	14	0	0	0.57	1
316			"base"	"interview"	2020-03-20 10:58:45	5	21	"5e6a5602f54fa8000aa638d2"	"Forced2Forced2Forced1Forced1Forced1Forced2Forced1Forced1Forced3Forced1Forced1Forced1Forced3Forced4Forced1Forced3DV"	1	13108	1	3205	1	2815	1	2047	1	1757	1	4622	1	3233	1	1258	1	5910	1	9571	1	930	1	875	1	3283	1	5709	1	3147	1	6744	51	101	100	101	51	51	31	1	13645	1	18488	"5e6a5602f54fa8000aa638d2"	3	1	2	2	"italy"	"italian"	2	5	2	31	22	18	6	20	18	14	45	48	15	30	243		2020-03-20 11:03:19	T	F	14	14	0	0	0.96	60
317			"base"	"interview"	2020-03-20 10:59:02	5	10	"598b99be78c7d500012cc2be"	"Forced2Forced3Forced2Forced2Forced2Forced1Forced4Forced4Forced2Forced4Forced2Forced2Forced1Forced2Forced1Forced2DV"	1	6915	1	2819	1	3171	1	1372	1	1056	1	5525	1	1850	1	1585	1	1705	1	1789	1	1726	1	1175	1	1090	1	1124	1	1345	1	1048	51	51	41	41	1	51	43	2	6158	1	13041	"598b99be78c7d500012cc2be"	18	2	2	2	"Australian"	"English"	2	50	43	10	24	4	8	15	18	7	17	28	15	19	258		2020-03-20 11:03:20	T	F	14	14	0	0	0.87	4
318			"base"	"interview"	2020-03-20 10:59:13	5	20	"5e10d7628c657d000c1ffda8"	"Forced4Forced4Forced4Forced3Forced3Forced2Forced4Forced4Forced3Forced4Forced4Forced1Forced2Forced4Forced4Forced2DV"	1	2866	1	1183	1	1143	1	1692	1	1453	1	1912	1	1627	1	1239	1	1131	1	1136	1	933	1	1956	1	993	1	1284	1	1218	1	1458	71	31	61	21	85	26	24	2	5943	1	4514	"5e10d7628c657d000c1ffda8"	23	2	2	3	"British"	"English"	2	9	25	3	6	7	20	5	11	7	8	40	17	31	189		2020-03-20 11:02:22	T	F	14	14	0	0	1.35	27
319			"base"	"interview"	2020-03-20 11:00:10	5	19	"5d20d61a7afc290015e5a7a5"	"Forced3Forced3Forced1Forced3Forced3Forced3Forced3Forced4Forced2Forced1Forced1Forced4Forced3Forced4Forced3Forced3DV"	1	23929	1	1871	1	2374	1	1876	1	1433	1	1311	1	1564	1	2879	1	3169	1	1108	1	938	1	1258	1	1137	1	952	1	1359	1	943	21	81	51	51	21	81	71	2	6506	2	4384	"5d20d61a7afc290015e5a7a5"	4	2	1	2	"Portuguese"	"Portuguese"	2	17	27	6	4	41	7	5	10	7	15	32	15	26	179		2020-03-20 11:03:42	T	F	14	14	0	0	1.18	15
320			"base"	"interview"	2020-03-20 11:01:00	6	10	"5bf587d07b47600001769ac4"	"Forced4Forced4Forced2Forced2Forced4Forced1Forced1Forced2Forced2Forced1Forced2Forced2Forced3Forced2Forced2Forced2DV"	1	5979	1	2111	1	3123	1	1701	1	1302	1	2419	1	787	1	2473	1	1200																										"5bf587d07b47600001769ac4"							1	18	90	5	10		12								66		2020-03-20 11:03:15	F	F	4	6	0	0	1.08	16
321			"base"	"interview"	2020-03-20 11:01:37	6	24	"5e6946ce794aff2070213af3"	"Forced4Forced4Forced1Forced3Forced4Forced4Forced4Forced2Forced3Forced4Forced2Forced4Forced4Forced4Forced2Forced3DV"	1	5663	1	2874	1	2950	1	8551	1	2742	1	1334	1	1076	1	2362	1	1174	1	1534	1	1245	1	1460	1	845	1	631	1	1239	1	2966	40	63	52	50	40	61	61	1	5787	2	14048	"5e6946ce794aff2070213af3"	15	1	2	5	"Swedish"	"Swedish"	2	38	15	4	7	14	24	15	6	6	27	18	10	12	196		2020-03-20 11:04:53	T	F	14	14	0	0	1.18	17
322			"base"	"interview"	2020-03-20 11:01:43	6	26	"5a945d966475f900019fac27"	"Forced2Forced2Forced1Forced2Forced2Forced2Forced1Forced2Forced2Forced4Forced4Forced2Forced4Forced2Forced1Forced3DV"	1	3285	1	3572	1	2475	1	964	1	2681	1	1156	1	1672	1	950	1	1289	1	1747	1	717	1	1313	1	1089	1	1607	1	960	1	2729	41	11	71	91	41	21	56	1	5853	2	9680	"5a945d966475f900019fac27"	9	1	2	2	"Hungarian"	"Hungarian"	2	82	37	7	23	3	5	11	22	6	18	34	16	28	292		2020-03-20 11:06:35	T	F	14	14	0	0	0.96	10
323			"base"	"interview"	2020-03-20 11:02:26	6	9	"5cabb651ae89090015f93146"	"Forced3Forced1Forced1Forced4Forced1Forced3Forced1Forced2Forced1Forced2Forced1Forced2Forced1Forced1Forced1Forced3DV"	1	487104	1	1874	1	1551	1	1631	1	933	1	1508	1	985	1	1047	1	1197	1	760	1	616	1	731	1	615	1	681	1	613	1	1375	63	38	21	27	58	41	61	2	3464	2	9621	"5cabb651ae89090015f93146"	28	1	2	4	"British"	"English"	1	25	13	15	5	492	3	11	21	4	13	39	17	19	193		2020-03-20 11:13:43	T	F	14	14	0	0	1.13	17
324			"base"	"interview"	2020-03-20 11:05:10	6	2	"5e3b05fe586bd33197f9377b"	"Forced4Forced2Forced2Forced3Forced2Forced4Forced1Forced2Forced2Forced2Forced2Forced2Forced4Forced1Forced2Forced1DV"	1	3990	1	2900	1	7902	1	1789	1	1073	1	1888	1	1279	1	1972	1	645	1	454	1	473	1	473	1	1049	1	736	1	691	1	490	37	65	24	24	29	69	101	2	3756	2	7227	"5e3b05fe586bd33197f9377b"	10	2	2	4	"UK"	"English"	1	16	11	4	23	3	8	8	5	4	14	24	7	16	143		2020-03-20 11:07:33	T	F	14	14	0	0	1.59	32
325			"base"	"interview"	2020-03-20 11:05:22	6	18	"5d4c07075736bc0018d3d811"	"Forced2Forced4Forced1Forced2Forced2Forced2Forced2Forced2Forced3Forced1Forced4Forced2Forced2Forced4Forced1Forced2DV"	1	18875	1	4725	1	4707	1	1792	1	2664	1	2156	1	3911	1	1926	1	2547	1	1386	1	1110	1	1046	1	1002	1	935	1	952	1	1300	30	51	21	23	15	52	65	1	11301	2	11293	"5d4c07075736bc0018d3d811"	20	2	1	5	"Portuguese"	"Portuguese"	1	15	24	10	40	3	9	11	12	12	12	31	12	14	205		2020-03-20 11:08:47	T	F	14	14	0	0	1.13	14
326			"base"	"interview"	2020-03-20 11:05:24	6	7	"5b222aff59f9620001c109cb"	"Forced4Forced3Forced3Forced3Forced3Forced4Forced4Forced3Forced3Forced3Forced3Forced1Forced1Forced1Forced2Forced3DV"	1	5473	1	3239	1	2263	1	3650	1	1320	1	1937	1	2577	1	1288	1	1659	1	844	1	822	1	1768	1	1481	1	1467	1	1044	1	1544	66	56	31	41	71	61	41	1	6410	1	7877	"5b222aff59f9620001c109cb"	10	1	2	4	"Finland"	"Finnish"	2	53	17	6	2	24	12	9	15	7	28	51	18	23	265		2020-03-20 11:09:49	T	F	14	14	0	0	0.98	16
